page_name,page_id,ad_creative_bodies
Tomáš Zima,236211929833146,"Svobodný a nezávislý stát není samozřejmostí. I proto jsme se v předvečer výročí vzniku Československa sešli v duchovním srdci země – v katedrále sv. Víta, abychom nám všem a České republice popřáli klid, mír, sílu a víru v lepší budoucnost."
Generál Pavel,102389958091735,"Můj život není domeček z karet, aby se zhroutil po pár článcích s pomluvami. Svoji historii lidem nabízím jako celý balíček. S chybami i zásluhami. 

Děkuji Jiřímu Růžkovi, bývalému řediteli BIS a Vojenského obranného zpravodajství, za jeho slova pro DVTV: video.aktualne.cz/dvtv/general-pavel-nikdy-nebyl-spion-jeho-kariera-po-revoluci-je/r~a52e1a1c56a611ed8d680cc47ab5f122/"
Generál Pavel,102389958091735,"Děkuji, že proti pomluvám a lžím vystoupil v DVTV i bývalý ředitel BIS a Vojenského obranného zpravodajství Jiří Růžek. Prosím sdílejte. video.aktualne.cz/dvtv/general-pavel-nikdy-nebyl-spion-jeho-kariera-po-revoluci-je/r~a52e1a1c56a611ed8d680cc47ab5f122/"
Generál Pavel,102389958091735,"Pane předsedo, vy se v té izolaci asi nudíte, když si pouštíte takové dezinfo. Pusťte si raději nějakou pohádku. V těch je většinou pravda i poučení. Brzké uzdravení."
Generál Pavel,102389958091735,Nehnula.
Generál Pavel,102389958091735,""
Generál Pavel,102389958091735,"Pane předsedo, vy se v té izolaci asi nudíte, když si pouštíte takové dezinfo. Pusťte si raději nějakou pohádku. V těch je většinou pravda i poučení. Brzké uzdravení."
Generál Pavel,102389958091735,Nehnula. https://www.forum24.cz/stavidla-s-hnojem-se-vyvaluji-kampan-zacina-cekame-na-babise/
Generál Pavel,102389958091735,"Děkuji všem, kdo jste přišli na debatu ve Valašském Meziříčí. Jezdím po diskusích s vámi od města k městu, ale pokaždé je to v něčem jiné a zajímavé. Tentokrát byla i díky otázkám a moderování Vladimíra Polívky fakt výborná atmosféra. A co přišlo na závěr, to si bude žádat vlastní video :)"
Generál Pavel,102389958091735,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí."
Generál Pavel,102389958091735,"HRDOST NA NAŠI ZEMI
Není mi jedno, že politika mezi nás vráží klín. Rozhádala přátele i celé rodiny. Spojuje nás ale víc věcí, než se na první pohled zdá. Není to jen společný jazyk, společná historie a společná zem, ve které žijeme.

Ukazuje se, že když na to přijde, dokážeme se semknout a umíme pomáhat jeden druhému. To je něco, co mě naplňuje hrdostí na nás a naši zemi. Zároveň mě to inspiruje k tomu, co dělám a chci, abych tím inspiroval i ostatní."
Generál Pavel,102389958091735,"Přijďte na veřejnou debatu s armádním generálem ve výslužbě Petrem Pavlem. Besedu moderují herečka Jitka Čvančarová a scenárista Václav Marhoul.

📆 Kdy? 10. 10. 2022, od 19:00
📍 Kde? Dům kultury Liberec, Soukenné nám. 613

Těším se na vás!"
Generál Pavel,102389958091735,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí."
Generál Pavel,102389958091735,""
Generál Pavel,102389958091735,""
Generál Pavel,102389958091735,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí."
Generál Pavel,102389958091735,""
Generál Pavel,102389958091735,""
Tomáš Zima,236211929833146,"Je dobře, že se setkání odborníků konají i mimo velká centra. Rád jsem přijal pozvání na včerejší Náchodské mezioborové dny, zaměřené zejména na kardiologii a diabetologii. Spolupráce mezi jednotlivými obory a lidmi s různými pohledy na věc je důležitá nejen ve zdravotnictví."
Tomáš Zima,236211929833146,"Je dobře, že se setkání odborníků konají i mimo velká centra. Rád jsem přijal pozvání na včerejší Náchodské mezioborové dny, zaměřené zejména na kardiologii a diabetologii. Spolupráce mezi jednotlivými obory a lidmi s různými pohledy na věc je důležitá nejen ve zdravotnictví."
Generál Pavel,102389958091735,"Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. Dříve, než jsem čekal. Chci ale vzkázat jednu věc: jsem připravený."
Generál Pavel,102389958091735,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí."
Generál Pavel,102389958091735,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí."
Generál Pavel,102389958091735,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne. 

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí."
Generál Pavel,102389958091735,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne. 

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí."
Tomáš Zima,236211929833146,"Postupná digitalizace všech odvětví každodenního života se týká i zdravotnictví. Telemedicína (digitální přenos lékařských informací, vzdálené poskytování zdravotnických služeb) se stává samozřejmostí a standardem. V porovnání s vyspělými státy má ČR co dohánět. Stát musí poskytnout jasný koncept digitalizace a zajistit funkční legislativu umožňující bezpečné a jednoduché sdílení zdravotnických informací. Telemedicína urychluje a zefektivňuje některé procesy ve zdravotnictví a zvyšuje dostupnost zdravotní péče. Nikdy nemůže plně nahradit osobní kontakt s lékařem, ale může ho doplnit a ušetřit oběma stranám čas. Uplatnění telemedicíny se v první řadě nabízí u pacientů s chronickým chorobami jako je například diabetes, protože u těchto pacientů je důležité udržet jejich motivaci k dodržování režimu. Výhodou je i možnost pravidelného zasílání edukačních a motivačních videí, které zlepšují přístup pacienta k jeho onemocnění."
Generál Pavel,102389958091735,Druhé velké odhalení o mně během pár dní: ovládám Facebook. ;)
Generál Pavel,102389958091735,"Jak reaguji na spekulace, že řídím mazání příspěvků urputníků na sociálních sítích? Na konspirace se někdy nedá reagovat jinak než s humorem. 🙂 Sdílejte pravdu."
Generál Pavel,102389958091735,"Jak reaguji na spekulace, že řídím mazání příspěvků urputníků na sociálních sítích? Na konspirace se někdy nedá reagovat jinak než s humorem. 🙂 Sdílejte pravdu."
Generál Pavel,102389958091735,"Článek postavený na pomluvách od bývalého spolužáka v deníku Právo, který ignoroval názory jiných, byl tím, na co jsme si tu v politice tak nějak už zvykli. Když jsem ohlásil kandidaturu, ptali se mě: Zvládneš to peklo, které na tebe pustí? Zvládnu, protože lží se nebojím. Po dnešku ale vím, že v tom zdaleka nejsem sám. Stovky z vás jste se mi ozvali ochotni zastat se pravdy a férového přístupu. Děkuji všem, po dnešku se cítím silnější."
Generál Pavel,102389958091735,"Článek postavený na pomluvách od bývalého spolužáka v deníku Právo, který ignoroval názory jiných, byl tím, na co jsme si tu v politice tak nějak už zvykli. Když jsem ohlásil kandidaturu, ptali se mě: Zvládneš to peklo, které na tebe pustí? Zvládnu, protože lží se nebojím. Po dnešku ale vím, že v tom zdaleka nejsem sám. Stovky z vás jste se mi ozvali ochotni zastat se pravdy a férového přístupu. Děkuji všem, po dnešku se cítím silnější."
Generál Pavel,102389958091735,"Článek postavený na pomluvách od bývalého spolužáka v deníku Právo, který ignoroval názory jiných, byl tím, na co jsme si tu v politice tak nějak už zvykli. Když jsem ohlásil kandidaturu, ptali se mě: Zvládneš to peklo, které na tebe pustí? Zvládnu, protože lží se nebojím. Po dnešku ale vím, že v tom zdaleka nejsem sám. Stovky z vás jste se mi ozvali ochotni zastat se pravdy a férového přístupu. Děkuji všem, po dnešku se cítím silnější."
Generál Pavel,102389958091735,"Článek postavený na pomluvách od bývalého spolužáka v deníku Právo, který ignoroval názory jiných, byl tím, na co jsme si tu v politice tak nějak už zvykli. Když jsem ohlásil kandidaturu, ptali se mě: Zvládneš to peklo, které na tebe pustí? Zvládnu, protože lží se nebojím. Po dnešku ale vím, že v tom zdaleka nejsem sám. Stovky z vás jste se mi ozvali ochotni zastat se pravdy a férového přístupu. Děkuji všem, po dnešku se cítím silnější."
Generál Pavel,102389958091735,"Václav Havel mě jmenoval generálem a poctil vůbec první medailí ČR Za hrdinství. Byl to prezident, který vždy naslouchal druhým. Včera jsem si připomněl jeho slova: Naděje není to přesvědčení, že něco dobře dopadne, ale jistota, že má něco smysl - bez ohledu na to, jak to dopadne."
Generál Pavel,102389958091735,"Václav Havel mě jmenoval generálem a poctil vůbec první medailí ČR Za hrdinství. Byl to prezident, který vždy naslouchal druhým. Včera jsem si připomněl jeho slova: Naděje není to přesvědčení, že něco dobře dopadne, ale jistota, že má něco smysl - bez ohledu na to, jak to dopadne."
Generál Pavel,102389958091735,"Václav Havel mě jmenoval generálem a poctil vůbec první medailí ČR Za hrdinství. Byl to prezident, který vždy naslouchal druhým. Včera jsem si připomněl jeho slova: Naděje není to přesvědčení, že něco dobře dopadne, ale jistota, že má něco smysl - bez ohledu na to, jak to dopadne."
Generál Pavel,102389958091735,"Václav Havel mě jmenoval generálem a poctil vůbec první medailí ČR Za hrdinství. Byl to prezident, který vždy naslouchal druhým. Včera jsem si připomněl jeho slova: Naděje není to přesvědčení, že něco dobře dopadne, ale jistota, že má něco smysl - bez ohledu na to, jak to dopadne."
Generál Pavel,102389958091735,"Sdílejte proti lži a manipulaci. Právo zveřejnilo pomluvy od jednoho z mých spolužáků. Dva další, jejichž názory nevyhovovaly záměru Práva, označili za nerelevantní. Budu na to reagovat jen objektivními fakty, která nechtěli slyšet. Všechny vyjádření spolužáků zde: https://www.generalpavel.cz/blog/stanovisko-generala-pavla-k-zavadejicimu-clanku-v-deniku-pravo

➡️ Jaroslav Gofjár, bývalý ředitel slovenské Vojenské spravodajské služby 2006-2007.

“Prečítal som si, čo o generálovi Pavlovi napísal pán Beneš, náš bývalý spolužiak. Prekvapilo ma to najmä preto, lebo si nie som vedomý, že by Petr Pavel v tej dobe oficiálne niečo riešil po straníckej línii voči p. Benešovi, ako to popisuje on. Pamätám si na určité momenty, kedy nás z vyšších straníckych pozícií funkcionári vyzývali, aby sme sa vyslovili proti výzve „Několik vět“, ale my sme akúkoľvek aktivitu v tomto smere považovali za neprofesionálnu a všetci vrátane Petra Pavla sme sa odmietli vyjadriť proti, už aj s prihliadnutím na charakter nášho služobného zaradenia. Pre mňa bol Petr Pavel vždy typ férového a čestného človeka, ktorý ak niekomu nepomohol, tak mu rozhodne neublížil. Som si istý, že takým zostal aj naďalej.
Pavel Beneš pokračoval s nami aj v roku 1990 ešte niekoľko mesiacov, ale nakoniec kurz opustil, čo ma trošku prekvapilo, lebo aj napriek istým problémom pri zvládaní obsahu kurzu, dokázal sa k úspechu predrieť pre neho typickým úsilím. Bol síce typ konštantného „frfloša“, ale keď bolo treba makať, tak sa vždy zmobilizoval. O to viac ma teraz prekvapuje jeho aktivita a argumentácia o domnelom „kádrovom šráme“ – na konci roku 1989 to predsa nedávalo zmysel. Taký „šrám“ by skôr mohol potom využiť, aby sa staval do pozície „odbojára“. Nie som si istý, či sa nechal teraz iba uniesť, aby sa zviditeľnil pri kampani – hodnotenie, či to je jeho individuálny boj alebo sa podujal na pomoc iných kandidátov, by bolo špekuláciou. Mrzí ma poznanie, že si takéto bremenom ťahal so sebou po celý doterajší život. Veď čo ak by gen. Pavel vôbec nekandidoval? V takom prípade by to zo seba nikdy nezhodil.”"
Generál Pavel,102389958091735,"Antikampaň začala ve velkém a šíří proti mně pomluvy spolužáka. Lží se nebojím a budu proti nim bojovat pravdou. Prosím, pomozte mi ji šířit a sdílejte vyjádření historika, které v deníku Právo ignorovali. Děkuji! Všechny vyjádření najdete zde: https://www.generalpavel.cz/blog/stanovisko-generala-pavla-k-zavadejicimu-clanku-v-deniku-pravo

➡️ Vyjádření Eduarda Stehlíka: 
“Ze záznamů o vojenské službě Petra Pavla jednoznačně vyplývá, že v žádném případě nešlo o údajný „raketový vzestup“ a tvrzení o protekci jsou pouhou nepodloženou spekulací. Časový rozestup, jak pokud jde o jmenování do jednotlivých hodností (poručík 10.7.1983, nadporučík 1.10.1984, kapitán 1.10.1987, major 1.10.1990), tak i ustanovení do velitelských funkcí (1.9.1983 velitel čety, 26.9.1985 velitel roty) je zcela standardní, běžný a rozhodně ho nelze označit za „raketový.” Fakt, že přímí nadřízení nedoporučí svého podřízeného k vyslání do kurzu, povýšení či k vyznamenání, zatímco funkčně vyšší představený toto personální opatření naopak schválí, bylo a dosud je v armádě zcela běžným jevem. Podstatné je v takovém případě rozhodnutí hodnostně a funkčně vyššího (což je v armádě jako v hierarchicky řízené organizaci standardní). Výše postavený představený může mít o věci větší přehled a rozhodne se například z důvodu prospěchu celku (celé armády, či konkrétní její složky) vybrat kandidáta ze své úrovně a nebrat v potaz stanovisko přímého nadřízeného, které může být navíc ovlivněno například tím, že nechce přijít o schopného důstojníka, za kterého nemá náhradu, nebo má jiné osobní motivace k negativnímu stanovisku. Rozhodně jde jen o spekulace. Podstatné je hodnocení výsledků Petra Pavla ze samotného kurzu a jeho následné úspěchy, které všichni známe.”"
Generál Pavel,102389958091735,"Průzkumy z posledních týdnů spustily nevyhnutelnou reakci. Deník Právo zveřejnil pomluvy mého spolužáka, bez důkazu a bez toho, aby zveřejnil zaslaná stanoviska dalších spolužáků (mimochodem bývalých vysokých představitelů zpravodajských služeb Česka a Slovenska). Jejich stanoviska najdete zde. Prosím, sdílejte je, aby měla větší dosah než pomluvy. https://www.generalpavel.cz/blog/stanovisko-generala-pavla-k-zavadejicimu-clanku-v-deniku-pravo"
